rank,title,author,weeks_on_list
3,THE LOVELY BONES,Alice Sebold,17
4,THE ELUSIVE BRIDE,Stephanie Laurens,1
5,TATE,Linda Lael Miller,1
1,FOOD RULES,"Michael Pollan,",5
2,THE BELLY FAT CURE,Jorge Cruise,2
3,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,2
4,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,445
5,THE FIVE LOVE LANGUAGES,Gary Chapman,131
1,THE BOOK THIEF,Markus Zusak,125
2,L.A. CANDY,Lauren Conrad,4
3,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,4
4,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,54
5,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,Sherman Alexie,43
1,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,4
2,WATCHMEN,Alan Moore and Dave Gibbons,49
3,"MAUS: A SURVIVOR’S TALE, VOL. 1",Art Spiegelman,4
4,"THE WALKING DEAD, VOL. 1",Robert Kirkman and Tony Moore,15
5,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,17
1,THE BLIND SIDE,Michael Lewis,18
2,THE LOST CITY OF Z,David Grann,1
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,157
4,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,1
5,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,5
1,THE LION AND THE MOUSE,Jerry Pinkney,13
2,I AM GOING!,Mo Willems,1
3,ALL THE WORLD,Liz Garton Scanlon,2
4,AMELIA BEDELIA'S FIRST VALENTINE,Herman Parish,1
5,WADDLE!,Rufus Butler Seder,20
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,134
2,THE TWILIGHT SAGA,Stephenie Meyer,130
3,DIARY OF A WIMPY KID,Jeff Kinney,55
4,HOUSE OF NIGHT,PC Cast and Kristin Cast,75
5,MAGIC TREE HOUSE,Mary Pope Osborne,217
1,A RELIABLE WIFE,Robert Goolrick,4
2,THE LOVELY BONES,Alice Sebold,20
3,DEAR JOHN,Nicholas Sparks,21
4,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,32
5,THE LAST SONG,Nicholas Sparks,1
1,SWEET LITTLE LIES,Lauren Conrad,1
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,3
3,THE HUNGER GAMES,Suzanne Collins,74
4,FALLEN,Lauren Kate,9
5,CATCHING FIRE,Suzanne Collins,23
1,THE KIND DIET,Alicia Silverstone,6
2,"MASTERING THE ART OF FRENCH COOKING, VOL. 1","Julia Child, Simone Beck and Louisette Bertholle",20
3,THE HAPPINESS PROJECT,Gretchen Rubin,6
4,"SO LONG, INSECURITY",Beth Moore,1
5,"ACT LIKE A LADY, THINK LIKE A MAN",Steve Harvey with Denene Millner,51
1,WORST CASE,James Patterson and Michael Ledwidge,1
2,THE HELP,Kathryn Stockett,45
3,FLIRT,Laurell K Hamilton,1
4,WINTER GARDEN,Kristin Hannah,1
5,THE LOST SYMBOL,Dan Brown,21
1,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,1
2,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,17
3,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,48
4,THE STAND: CAPTAIN TRIPS,Roberto Aguirre-Sacasa and Mike Perkins,4
5,DARK TOWER: THE LONG ROAD HOME,Robin Furth and Peter David,1
1,GAME CHANGE,John Heilemann and Mark Halperin,4
2,THE POLITICIAN,Andrew Young,2
3,ON THE BRINK,Henry M Paulson Jr,1
4,I AM OZZY,Ozzy Osbourne with Chris Ayres,2
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,1
1,"NARUTO, VOL. 47",Masashi Kishimoto,1
2,"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,1
3,"BLACK BIRD, VOL. 3",Kanoko Sakurakoji,1
4,"BLACK BUTLER, VOL. 1",Yana Toboso,2
5,"YU-GI-OH! R, VOL. 3",Kazuki Takahashi and Akira Ito,1
1,DEAR JOHN,Nicholas Sparks,11
2,HOT ROCKS,Nora Roberts,2
3,TATE,Linda Lael Miller,2
4,THE SCARECROW,Michael Connelly,2
5,THE LOVELY BONES,Alice Sebold,18
1,FOOD RULES,"Michael Pollan,",6
2,THE BELLY FAT CURE,Jorge Cruise,3
3,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,446
4,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,3
5,THE LOVE DARE,Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough,72
1,THE BOOK THIEF,Markus Zusak,126
2,L.A. CANDY,Lauren Conrad,5
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,55
4,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,5
5,THIRST NO. 1,Christopher Pike,27
1,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,5
2,"MAUS: A SURVIVOR’S TALE, VOL. 1",Art Spiegelman,5
3,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,18
4,WATCHMEN,Alan Moore and Dave Gibbons,50
5,"THE UNWRITTEN, VOL. 1",Mike Carey and Peter Gross,4
1,THE LOST CITY OF Z,David Grann,2
2,THE BLIND SIDE,Michael Lewis,19
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,158
4,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,2
5,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,6
1,THE LION AND THE MOUSE,Jerry Pinkney,14
2,ALL THE WORLD,Liz Garton Scanlon,3
3,RED SINGS FROM TREETOPS,Joyce Sidman,3
4,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,46
5,AMELIA BEDELIA'S FIRST VALENTINE,Herman Parish,2
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,135
2,THE TWILIGHT SAGA,Stephenie Meyer,131
3,DIARY OF A WIMPY KID,Jeff Kinney,56
4,THE 39 CLUES,various authors,34
5,HOUSE OF NIGHT,PC Cast and Kristin Cast,76
1,A RELIABLE WIFE,Robert Goolrick,5
2,THE LAST SONG,Nicholas Sparks,2
3,DEAR JOHN,Nicholas Sparks,22
4,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,33
5,THE LOVELY BONES,Alice Sebold,21
1,SWEET LITTLE LIES,Lauren Conrad,2
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,4
3,THE HUNGER GAMES,Suzanne Collins,75
4,CATCHING FIRE,Suzanne Collins,24
5,FALLEN,Lauren Kate,10
1,THE KIND DIET,Alicia Silverstone,7
2,"SO LONG, INSECURITY",Beth Moore,2
3,"MASTERING THE ART OF FRENCH COOKING, VOL. 1","Julia Child, Simone Beck and Louisette Bertholle",21
4,THE HAPPINESS PROJECT,Gretchen Rubin,7
5,"ACT LIKE A LADY, THINK LIKE A MAN",Steve Harvey with Denene Millner,52
1,WORST CASE,James Patterson and Michael Ledwidge,2
2,THE HELP,Kathryn Stockett,46
3,THE LOST SYMBOL,Dan Brown,22
4,WINTER GARDEN,Kristin Hannah,2
5,FLIRT,Laurell K Hamilton,2
1,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,2
2,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,18
3,THE STAND: CAPTAIN TRIPS,Roberto Aguirre-Sacasa and Mike Perkins,5
4,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,49
5,WOLVERINE: OLD MAN LOGAN,Mark Millar and Steve McNiven,12
1,GAME CHANGE,John Heilemann and Mark Halperin,5
2,THE POLITICIAN,Andrew Young,3
3,STAYING TRUE,Jenny Sanford,2
4,I AM OZZY,Ozzy Osbourne with Chris Ayres,3
5,ON THE BRINK,Henry M Paulson Jr,2
1,"NARUTO, VOL. 47",Masashi Kishimoto,2
2,"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,2
3,"BLACK BIRD, VOL. 3",Kanoko Sakurakoji,2
4,"BLACK BUTLER, VOL. 1",Yana Toboso,3
5,ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY,Quinrose and Soumei Hoshino,2
1,DEAR JOHN,Nicholas Sparks,12
2,THE SCARECROW,Michael Connelly,3
3,HOT ROCKS,Nora Roberts,3
4,FIRST DROP OF CRIMSON,Jeaniene Frost,1
5,THE LOVELY BONES,Alice Sebold,19
1,FOOD RULES,"Michael Pollan,",7
2,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,4
3,THE FIVE LOVE LANGUAGES,Gary Chapman,133
4,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,447
5,THE BELLY FAT CURE,Jorge Cruise,4
1,L.A. CANDY,Lauren Conrad,6
2,THE BOOK THIEF,Markus Zusak,127
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,56
4,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,6
5,THIRST NO. 1,Christopher Pike,28
1,"FABLES, VOL. 13",Bill Willingham and Matthew Sturges,1
2,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,6
3,WATCHMEN,Alan Moore and Dave Gibbons,51
4,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,19
5,"THE WALKING DEAD, VOL. 1",Robert Kirkman and Tony Moore,17
1,THE BLIND SIDE,Michael Lewis,20
2,THE LOST CITY OF Z,David Grann,3
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,159
4,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,7
5,THE SURVIVORS CLUB,Ben Sherwood,1
1,THE LION AND THE MOUSE,Jerry Pinkney,15
2,THE EASTER EGG,Jan Brett,1
3,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,47
4,AMELIA BEDELIA'S FIRST VALENTINE,Herman Parish,3
5,ALL THE WORLD,Liz Garton Scanlon,4
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,136
2,THE TWILIGHT SAGA,Stephenie Meyer,132
3,DIARY OF A WIMPY KID,Jeff Kinney,57
4,THE 39 CLUES,various authors,35
5,CHRONICLES OF VLADIMIR TOD,Heather Brewer,1
1,THE LAST SONG,Nicholas Sparks,3
2,A RELIABLE WIFE,Robert Goolrick,6
3,DEAR JOHN,Nicholas Sparks,23
4,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,34
5,THE LOVELY BONES,Alice Sebold,22
1,SWEET LITTLE LIES,Lauren Conrad,3
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,5
3,THE HUNGER GAMES,Suzanne Collins,76
4,CATCHING FIRE,Suzanne Collins,25
5,FALLEN,Lauren Kate,11
1,SWITCH,Chip Heath and Dan Heath,1
2,THE KIND DIET,Alicia Silverstone,8
3,THE HAPPINESS PROJECT,Gretchen Rubin,8
4,"SO LONG, INSECURITY",Beth Moore,3
5,"MASTERING THE ART OF FRENCH COOKING, VOL. 1","Julia Child, Simone Beck and Louisette Bertholle",22
1,THE HELP,Kathryn Stockett,47
2,WORST CASE,James Patterson and Michael Ledwidge,3
3,THE LOST SYMBOL,Dan Brown,23
4,POOR LITTLE BITCH GIRL,Jackie Collins,2
5,WINTER GARDEN,Kristin Hannah,3
1,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,19
2,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,3
3,WOLVERINE: OLD MAN LOGAN,Mark Millar and Steve McNiven,13
4,THE STAND: CAPTAIN TRIPS,Roberto Aguirre-Sacasa and Mike Perkins,6
5,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,50
1,GAME CHANGE,John Heilemann and Mark Halperin,6
2,THE POLITICIAN,Andrew Young,4
3,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,3
4,I AM OZZY,Ozzy Osbourne with Chris Ayres,4
5,WILLIE MAYS,James S Hirsch,2
1,"NARUTO, VOL. 47",Masashi Kishimoto,3
2,"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,3
3,"BLACK BUTLER, VOL. 1",Yana Toboso,4
4,"BLACK BIRD, VOL. 3",Kanoko Sakurakoji,3
5,ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY,Quinrose and Soumei Hoshino,3
1,DEAR JOHN,Nicholas Sparks,13
2,FIRST FAMILY,David Baldacci,1
3,SHUTTER ISLAND,Dennis Lehane,8
4,PLEASURE OF A DARK PRINCE,Kresley Cole,1
5,THE SCARECROW,Michael Connelly,4
1,FOOD RULES,"Michael Pollan,",8
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,448
3,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,5
4,THE BELLY FAT CURE,Jorge Cruise,5
5,THE FIVE LOVE LANGUAGES,Gary Chapman,134
1,L.A. CANDY,Lauren Conrad,7
2,THE BOOK THIEF,Markus Zusak,128
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,57
4,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,7
5,LOCK AND KEY,Sarah Dessen,21
1,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,7
2,"FABLES, VOL. 13",Bill Willingham and Matthew Sturges,2
3,"ALL-STAR SUPERMAN, VOL. 2",Grant Morrison and Frank Quitely,1
4,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,20
5,"THE WALKING DEAD, VOL. 1",Robert Kirkman and Tony Moore,18
1,THE BLIND SIDE,Michael Lewis,21
2,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,160
3,THE LOST CITY OF Z,David Grann,4
4,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,8
5,MY HORIZONTAL LIFE,Chelsea Handler,69
1,THE LION AND THE MOUSE,Jerry Pinkney,16
2,THE EASTER EGG,Jan Brett,2
3,"CAT THE CAT, WHO IS THAT?",Mo Willems,1
4,ALL THE WORLD,Liz Garton Scanlon,5
5,WADDLE!,Rufus Butler Seder,23
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,137
2,DIARY OF A WIMPY KID,Jeff Kinney,58
3,THE TWILIGHT SAGA,Stephenie Meyer,133
4,THE 39 CLUES,various authors,36
5,HOUSE OF NIGHT,PC Cast and Kristin Cast,78
1,THE LAST SONG,Nicholas Sparks,4
2,A RELIABLE WIFE,Robert Goolrick,7
3,LITTLE BEE,Chris Cleave,1
4,DEAR JOHN,Nicholas Sparks,24
5,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,35
1,THE HUNGER GAMES,Suzanne Collins,77
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,6
3,CATCHING FIRE,Suzanne Collins,26
4,SWEET LITTLE LIES,Lauren Conrad,4
5,FALLEN,Lauren Kate,12
1,SWITCH,Chip Heath and Dan Heath,2
2,THE KIND DIET,Alicia Silverstone,9
3,THE HAPPINESS PROJECT,Gretchen Rubin,9
4,"SO LONG, INSECURITY",Beth Moore,4
5,"ACT LIKE A LADY, THINK LIKE A MAN",Steve Harvey with Denene Millner,54
1,FANTASY IN DEATH,J D Robb,1
2,THE HELP,Kathryn Stockett,48
3,BLACK MAGIC SANCTION,Kim Harrison,1
4,SPLIT IMAGE,Robert B Parker,1
5,BIG GIRL,Danielle Steel,1
1,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,20
2,HALO: HELLJUMPER,Peter David and Eric Nguyen,1
3,"STARMAN OMNIBUS, VOL. 4",James Robinson and others,1
4,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,4
5,WOLVERINE: OLD MAN LOGAN,Mark Millar and Steve McNiven,14
1,GAME CHANGE,John Heilemann and Mark Halperin,7
2,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,4
3,I AM OZZY,Ozzy Osbourne with Chris Ayres,5
4,THE POLITICIAN,Andrew Young,5
5,HAVE A LITTLE FAITH,Mitch Albom,22
1,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25",Ken Akamatsu,1
2,"NARUTO, VOL. 47",Masashi Kishimoto,4
3,"SOUL EATER, VOL. 2",Atsushi Ohkubo,1
4,"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,4
5,"BLACK BUTLER, VOL. 1",Yana Toboso,5
1,THE LAST SONG,Nicholas Sparks,1
2,DEAR JOHN,Nicholas Sparks,14
3,FIRST FAMILY,David Baldacci,2
4,SHUTTER ISLAND,Dennis Lehane,9
5,THE SUMMER HIDEAWAY,Susan Wiggs,1
1,FOOD RULES,"Michael Pollan,",9
2,THE FIVE LOVE LANGUAGES,Gary Chapman,135
3,THE BELLY FAT CURE,Jorge Cruise,6
4,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,449
5,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,6
1,L.A. CANDY,Lauren Conrad,8
2,THE BOOK THIEF,Markus Zusak,129
3,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,8
4,THIRST NO. 1,Christopher Pike,30
5,ETERNAL,Cynthia Leitich Smith,1
1,"FABLES, VOL. 13",Bill Willingham and Matthew Sturges,3
2,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,8
3,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,21
4,WATCHMEN,Alan Moore and Dave Gibbons,53
5,"CHEW, VOL. 1",John Layman and Rob Guillory,8
1,THE LOST CITY OF Z,David Grann,5
2,THE BLIND SIDE,Michael Lewis,22
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,161
4,THE SURVIVORS CLUB,Ben Sherwood,3
5,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,9
1,THE EASTER EGG,Jan Brett,3
2,THE LION AND THE MOUSE,Jerry Pinkney,17
3,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE,Jo Casey and Laura Gilbert,1
4,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,48
5,"CAT THE CAT, WHO IS THAT?",Mo Willems,2
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,138
2,DIARY OF A WIMPY KID,Jeff Kinney,59
3,THE TWILIGHT SAGA,Stephenie Meyer,134
4,THE 39 CLUES,various authors,37
5,HOUSE OF NIGHT,PC Cast and Kristin Cast,79
1,LITTLE BEE,Chris Cleave,2
2,THE LAST SONG,Nicholas Sparks,5
3,A RELIABLE WIFE,Robert Goolrick,8
4,THE 8TH CONFESSION,James Patterson and Maxine Paetro,1
5,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,36
1,THE HUNGER GAMES,Suzanne Collins,78
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,7
3,CATCHING FIRE,Suzanne Collins,27
4,ALICE'S ADVENTURES IN WONDERLAND,Lewis Carroll,5
5,SWEET LITTLE LIES,Lauren Conrad,5
1,PAYBACK TIME,Phil Town,1
2,SWITCH,Chip Heath and Dan Heath,3
3,THE HAPPINESS PROJECT,Gretchen Rubin,10
4,USE YOUR HEAD TO GET YOUR FOOT IN THE DOOR,Harvey Mackay,1
5,4-HOUR WORKWEEK,Timothy Ferriss,66
1,HOUSE RULES,Jodi Picoult,1
2,THE HELP,Kathryn Stockett,49
3,FANTASY IN DEATH,J D Robb,2
4,ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,1
5,WORST CASE,James Patterson and Michael Ledwidge,5
1,KICK-ASS,Mark Millar and John Romita Jr,1
2,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,5
3,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,21
4,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,52
5,WOLVERINE: OLD MAN LOGAN,Mark Millar and Steve McNiven,15
1,NO APOLOGY,Mitt Romney,1
2,LIFT,Kelly Corrigan,1
3,GAME CHANGE,John Heilemann and Mark Halperin,8
4,NOT WITHOUT HOPE,Nick Schuyler and Jeré Longman,1
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,5
1,"BLEACH, VOL. 30",Tite Kubo,1
2,"NARUTO, VOL. 47",Masashi Kishimoto,5
3,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25",Ken Akamatsu,2
4,"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,5
5,"THE DARK-HUNTERS, V. 2",Sherrilyn Kenyon and Claudia Campos,1
1,THE LAST SONG,Nicholas Sparks,2
2,DEAR JOHN,Nicholas Sparks,15
3,FIRST FAMILY,David Baldacci,3
4,SHUTTER ISLAND,Dennis Lehane,10
5,LONG LOST,Harlan Coben,2
1,NOW EAT THIS!,Rocco DiSpirito,1
2,FOOD RULES,"Michael Pollan,",10
3,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,450
4,THE FIVE LOVE LANGUAGES,Gary Chapman,136
5,THE NEW ATKINS FOR A NEW YOU,"Eric C Westman, Stephen D Phinney and Jeff S Volek",1
1,THE BOOK THIEF,Markus Zusak,130
2,L.A. CANDY,Lauren Conrad,9
3,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,58
4,DARK VISIONS,L J Smith,26
5,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER",Christopher Pike,9
1,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6","Joss Whedon, Jane Espenson and others",1
2,"FABLES, VOL. 13",Bill Willingham and Matthew Sturges,4
3,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,9
4,WATCHMEN,Alan Moore and Dave Gibbons,54
5,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS,Max Brooks,22
1,A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,4
2,THE LOST CITY OF Z,David Grann,6
3,THE BLIND SIDE,Michael Lewis,23
4,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,162
5,THE SURVIVORS CLUB,Ben Sherwood,4
1,THE EASTER EGG,Jan Brett,4
2,POET EXTRAORDINAIRE!,Jane O’Connor,1
3,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE,Jo Casey and Laura Gilbert,2
4,THE LION AND THE MOUSE,Jerry Pinkney,18
5,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,49
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,139
2,DIARY OF A WIMPY KID,Jeff Kinney,60
3,THE TWILIGHT SAGA,Stephenie Meyer,135
4,THE 39 CLUES,various authors,38
5,MAGIC TREE HOUSE,Mary Pope Osborne,222
1,LITTLE BEE,Chris Cleave,3
2,A RELIABLE WIFE,Robert Goolrick,9
3,THE LAST SONG,Nicholas Sparks,6
4,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,37
5,THE 8TH CONFESSION,James Patterson and Maxine Paetro,2
1,THE HUNGER GAMES,Suzanne Collins,79
2,PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE),Mary-Jane Knight Designed  Philip Chidlow,8
3,CATCHING FIRE,Suzanne Collins,28
4,ALICE'S ADVENTURES IN WONDERLAND,Lewis Carroll,6
5,SWEET LITTLE LIES,Lauren Conrad,6
1,PAYBACK TIME,Phil Town,2
2,THE KIND DIET,Alicia Silverstone,11
3,SWITCH,Chip Heath and Dan Heath,4
4,THE HAPPINESS PROJECT,Gretchen Rubin,11
5,REWORK,Jason Fried and David Heinemeier Hansson,1
1,HOUSE RULES,Jodi Picoult,2
2,THE HELP,Kathryn Stockett,50
3,THE SILENT SEA,Clive Cussler and Jack Du Brul,1
4,BACKLASH,Aaron Allston,1
5,ABRAHAM LINCOLN: VAMPIRE HUNTER,Seth Grahame-Smith,2
1,KICK-ASS,Mark Millar and John Romita Jr,2
2,THE BOOK OF GENESIS: ILLUSTRATED,R Crumb,22
3,"THE INVINCIBLE IRON MAN, VOL. 1",Matt Fraction and Salvador Larroca,1
4,DARK TOWER: THE FALL OF GILEAD,Robin Furth and Peter David,6
5,WOLVERINE: OLD MAN LOGAN,Mark Millar and Steve McNiven,16
1,CHELSEA CHELSEA BANG BANG,Chelsea Handler,1
2,COURAGE AND CONSEQUENCE,Karl Rove,1
3,"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,1
4,NO APOLOGY,Mitt Romney,2
5,THE PACIFIC,Hugh Ambrose,2
1,"NARUTO, VOL. 47",Masashi Kishimoto,6
2,"BLEACH, VOL. 30",Tite Kubo,2
3,"BLACK BUTLER, VOL. 1",Yana Toboso,7
4,"SOUL EATER, VOL. 2",Atsushi Ohkubo,3
5,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25",Ken Akamatsu,3
1,THE LAST SONG,Nicholas Sparks,3
2,DEAR JOHN,Nicholas Sparks,16
3,FIRST FAMILY,David Baldacci,4
4,SHUTTER ISLAND,Dennis Lehane,11
5,THE VAMPIRE AND THE VIRGIN,Kerrelyn Sparks,1
1,FOOD RULES,"Michael Pollan,",11
2,NOW EAT THIS!,Rocco DiSpirito,2
3,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,451
4,THE BELLY FAT CURE,Jorge Cruise,8
5,"COOK THIS, NOT THAT!",David Zinczenko and Matt Goulding,8
1,FANCY NANCY'S ELEGANT EASTER,Jane O’Connor,1
2,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,59
3,THE BOOK THIEF,Markus Zusak,131
4,L.A. CANDY,Lauren Conrad,10
5,DARK VISIONS,L J Smith,27
1,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6","Joss Whedon, Jane Espenson and others",2
2,"THE WALKING DEAD, VOL. 11",Robert Kirkman and Charlie Adlard,10
3,"BONE, VOL. 1",Jeff Smith,5
4,"FABLES, VOL. 13",Bill Willingham and Matthew Sturges,5
5,WATCHMEN,Alan Moore and Dave Gibbons,55
1,A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,5
2,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,11
3,MY HORIZONTAL LIFE,Chelsea Handler,72
4,THE BLIND SIDE,Michael Lewis,24
5,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,163
1,THE EASTER EGG,Jan Brett,5
2,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE,Jo Casey and Laura Gilbert,3
3,THE LION AND THE MOUSE,Jerry Pinkney,19
4,WADDLE!,Rufus Butler Seder,26
5,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,50
1,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,140
