title,author
HARRY POTTER,JK Rowling
BIG NATE,Lincoln Peirce
DORK DIARIES,Rachel Renée Russell
ME BEFORE YOU,Jojo Moyes
THE GUILTY,David Baldacci
ROOM,Emma Donoghue
BROOKLYN,Colm Toibin
MY BRILLIANT FRIEND,Elena Ferrante
NEITHER HERE NOR THERE,Bill Bryson
THE ROAD TO LITTLE DRIBBLING,Bill Bryson
NOTES FROM A SMALL ISLAND,Bill Bryson
IN OTHER WORDS,Jhumpa Lahiri
WILD,Cheryl Strayed
LADY MIDNIGHT,Cassandra Clare
RED QUEEN,Victoria Aveyard
GLASS SWORD,Victoria Aveyard
SALT TO THE SEA,Ruta Sepetys
THE SIREN,Kiera Cass
H IS FOR HAWK,Helen Macdonald
INSIDE OF A DOG,Alexandra Horowitz
WHAT THE DOG KNOWS,Cat Warren
RESCUE ROAD,Peter Zheutlin
ELEPHANT COMPANY,Vicki Constantine Croke
YES PLEASE,Amy Poehler
LEONARD,William Shatner with David Fisher
STRONG LOOKS BETTER NAKED,Khloe Kardashian
BOSSYPANTS,Tina Fey
TROUBLE BOYS,Bob Mehr
JACKY HA-HA,James Patterson and Chris Grabenstein
WONDER,RJ Palacio
PAX,Sara Pennypacker
THE SWORD OF SUMMER,Rick Riordan
AUGGIE & ME,RJ Palacio
FOOL ME ONCE,Harlan Coben
BECAUSE OF MISS BRIDGERTON,Julia Quinn
ME BEFORE YOU,Jojo Moyes
THE NEST,Cynthia D'Aprix Sweeney
JOURNEY TO MUNICH,Jacqueline Winspear
WHEN BREATH BECOMES AIR,Paul Kalanithi
DEAD WAKE,Erik Larson
LUST AND WONDER,Augusten Burroughs
ALEXANDER HAMILTON,Ron Chernow
GIRLS AND SEX,Peggy Orenstein
A MOTHER'S RECKONING,Sue Klebold
THE DEVIL IN THE WHITE CITY,Erik Larson
JUST MERCY,Bryan Stevenson
WRITING MY WRONGS,Shaka Senghor
THE RUN OF HIS LIFE,Jeffrey Toobin
AMERICAN GIRLS,Nancy Jo Sales
DOWNTON ABBEY: A CELEBRATION,Jessica Fellowes
AT THE EXISTENTIALIST CAFE,Sarah Bakewell
IN OTHER WORDS,Jhumpa Lahiri
THE ART OF ZOOTOPIA,Jessica Julius
FOOL ME ONCE,Harlan Coben
BECAUSE OF MISS BRIDGERTON,Julia Quinn
PARTNERS,John Grisham
DADDY'S GIRL,Lisa Scottoline
LOGAN KADE,Tijan
WHEN BREATH BECOMES AIR,Paul Kalanithi
ROSEMARY,Kate Clifford Larson
LOST GIRLS,Robert Kolker
HEART MATTERS,Kathy E Magliato
LUST AND WONDER,Augusten Burroughs
I AM MALALA,Malala Yousafzai with Christina Lamb
THING EXPLAINER,Randall Munroe
MISSOULA,Jon Krakauer
WHERE YOU GO IS NOT WHO YOU'LL BE,Frank Bruni
IN OTHER WORDS,Jhumpa Lahiri
PLAYING TO THE EDGE,Michael V Hayden
A MAN CALLED INTREPID,William Stevenson
100 DEADLY SKILLS,Clint Emerson
THE INFORMANT,Kurt Eichenwald
DEAD WAKE,Erik Larson
THE WRIGHT BROTHERS,David McCullough
IN THE HEART OF THE SEA,Nathaniel Philbrick
INTO THE WILD,Jon Krakauer
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
A MOTHER'S RECKONING,Sue Klebold
H IS FOR HAWK,Helen Macdonald
GO THE -- TO SLEEP,Adam Mansbach
AMERICAN GIRLS,Nancy Jo Sales
PRETTY HAPPY,Kate Hudson
THE RESIDENCE,Kate Andersen Brower
STRONG LOOKS BETTER NAKED,Khloe Kardashian
GRACE AND STYLE,Grace Helbig
EMPIRE OF COTTON,Sven Beckert
CRAVINGS,Chrissy Teigen with Adeena Sussman
"EAT FAT, GET THIN",Mark Hyman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
"LOVE, LOSS, AND WHAT WE ATE",Padma Lakshmi
HARRY POTTER COLORING BOOK,various illustrators
DOCTOR WHO COLORING BOOK,"illlustrated  James Newman Gray, Lee Teng Chew and Jan Smith"
LOST OCEAN,Johanna Basford
ANIMORPHIA,Ker Rosanes
ENCHANTED FOREST,Johanna Basford
FOOL ME ONCE,Harlan Coben
THE NEST,Cynthia D'Aprix Sweeney
PRIVATE PARIS,James Patterson and Mark Sullivan
JOURNEY TO MUNICH,Jacqueline Winspear
THE NIGHTINGALE,Kristin Hannah
NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS,Nathan Hale
BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland
"BATMAN, VOL. 8",Scott Snyder and Greg Capullo
"DC COMICS: SECRET HERO SOCIETY, VOL. 1",Derek Fridolfs and Dustin Nguyen
PATIENCE,Daniel Clowes
WHEN BREATH BECOMES AIR,Paul Kalanithi
LUST AND WONDER,Augusten Burroughs
SEVEN BRIEF LESSONS ON PHYSICS,Carlo Rovelli
GIRLS AND SEX,Peggy Orenstein
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
DARK MONEY,Jane Mayer
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
THE BIG SHORT,Michael Lewis
EVICTED,Matthew Desmond
PLAYING TO THE EDGE,Michael V Hayden
WHEN BREATH BECOMES AIR,Paul Kalanithi
"EAT FAT, GET THIN",Mark Hyman
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
BEING MORTAL,Atul Gawande
GO THE -- TO SLEEP,Adam Mansbach
YES PLEASE,Amy Poehler
BOSSYPANTS,Tina Fey
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
WHY NOT ME?,Mindy Kaling
"NICHIJOU: MY ORDINARY LIFE, VOL. 1",Keiichi Arawi
"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata
"PRINCESS JELLYFISH, VOL. 1",Akiko Higashimura
"TOKYO GHOUL, VOL. 1",Sui Ishida
"NO GAME NO LIFE, VOL. 4",Yuu Kamiya
MAKE ME,Lee Child
BECAUSE OF MISS BRIDGERTON,Julia Quinn
ONCE A RANCHER,Linda Lael Miller
FINDERS KEEPERS,Stephen King
THE LIAR,Nora Roberts
DRAMA,Raina Telgemeier
SMILE,Raina Telgemeier
THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA,Ann M Martin and Raina Telgemeier
THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE,Ann M Martin and Raina Telgemeier
"AMULET, VOL. 7",Kazu Kibuishi
DEAD WAKE,Erik Larson
ALEXANDER HAMILTON,Ron Chernow
THE BOYS IN THE BOAT,Daniel James Brown
H IS FOR HAWK,Helen Macdonald
MIRACLES FROM HEAVEN,Christy Beam
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin
LET'S PLAY!,Hervé Tullet
THE BOOK WITH NO PICTURES,BJ Novak
THE DAY THE CRAYONS QUIT,Drew Daywalt
DRAGONS LOVE TACOS,Adam Rubin
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
JUST MERCY,Bryan Stevenson
THE NEW JIM CROW,Michelle Alexander
THE RUN OF HIS LIFE,Jeffrey Toobin
FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
THE FIVE LOVE LANGUAGES,Gary Chapman
H IS FOR HAWK,Helen Macdonald
ALL THE SINGLE LADIES,Rebecca Traister
AMERICAN GIRLS,Nancy Jo Sales
DARING GREATLY,Brené Brown
MIRACLES FROM HEAVEN,Christy Beam
THE NAME OF GOD IS MERCY,Pope Francis with Andrea Tornielli
THE FOUR AGREEMENTS,Don Miguel Ruiz
FERVENT,Priscilla Shirer
THE WAIT,DeVon Franklin and Meagan Good with Tim Vandehey
MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs
HARRY POTTER,JK Rowling
DIARY OF A WIMPY KID,Jeff Kinney
WINNER'S TRILOGY,Marie Rutkoski
BIG NATE,Lincoln Peirce
ME BEFORE YOU,Jojo Moyes
THE GUILTY,David Baldacci
A MAN CALLED OVE,Fredrik Backman
ROOM,Emma Donoghue
MY BRILLIANT FRIEND,Elena Ferrante
NEITHER HERE NOR THERE,Bill Bryson
THE ROAD TO LITTLE DRIBBLING,Bill Bryson
NOTES FROM A SMALL ISLAND,Bill Bryson
IN OTHER WORDS,Jhumpa Lahiri
WILD,Cheryl Strayed
LADY MIDNIGHT,Cassandra Clare
RED QUEEN,Victoria Aveyard
GLASS SWORD,Victoria Aveyard
SALT TO THE SEA,Ruta Sepetys
THE SIREN,Kiera Cass
H IS FOR HAWK,Helen Macdonald
INSIDE OF A DOG,Alexandra Horowitz
WHAT THE DOG KNOWS,Cat Warren
RESCUE ROAD,Peter Zheutlin
ELEPHANT COMPANY,Vicki Constantine Croke
YES PLEASE,Amy Poehler
LEONARD,William Shatner with David Fisher
STRONG LOOKS BETTER NAKED,Khloe Kardashian
BOSSYPANTS,Tina Fey
TROUBLE BOYS,Bob Mehr
DEMIGODS AND MAGICIANS,Rick Riordan
JACKY HA-HA,James Patterson and Chris Grabenstein
WONDER,RJ Palacio
BOOKED,Kwame Alexander
THE WILD ROBOT,Peter Brown
ONE WITH YOU,Sylvia Day
THE BEAST,J R Ward
AS TIME GOES BY,Mary Higgins Clark
FOOL ME ONCE,Harlan Coben
FAMILY JEWELS,Stuart Woods
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
THE SLEEP REVOLUTION,Arianna Huffington
WHEN BREATH BECOMES AIR,Paul Kalanithi
THE THIRD WAVE,Steve Case
BOOK OF AGES,Jill Lepore
A MOTHER'S RECKONING,Sue Klebold
THE DEVIL IN THE WHITE CITY,Erik Larson
JUST MERCY,Bryan Stevenson
WRITING MY WRONGS,Shaka Senghor
THE RUN OF HIS LIFE,Jeffrey Toobin
AMERICAN GIRLS,Nancy Jo Sales
DOWNTON ABBEY: A CELEBRATION,Jessica Fellowes
AT THE EXISTENTIALIST CAFE,Sarah Bakewell
IN OTHER WORDS,Jhumpa Lahiri
THE ART OF ZOOTOPIA,Jessica Julius
ONE WITH YOU,Sylvia Day
THE BEAST,J R Ward
FAMILY JEWELS,Stuart Woods
AS TIME GOES BY,Mary Higgins Clark
FOOL ME ONCE,Harlan Coben
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
BOOK OF AGES,Jill Lepore
LOOK ME IN THE EYE,John Elder Robison
WHEN BREATH BECOMES AIR,Paul Kalanithi
DISRUPTED,Dan Lyons
I AM MALALA,Malala Yousafzai with Christina Lamb
THING EXPLAINER,Randall Munroe
MISSOULA,Jon Krakauer
WHERE YOU GO IS NOT WHO YOU'LL BE,Frank Bruni
IN OTHER WORDS,Jhumpa Lahiri
PLAYING TO THE EDGE,Michael V Hayden
A MAN CALLED INTREPID,William Stevenson
100 DEADLY SKILLS,Clint Emerson
THE INFORMANT,Kurt Eichenwald
DEAD WAKE,Erik Larson
THE WRIGHT BROTHERS,David McCullough
IN THE HEART OF THE SEA,Nathaniel Philbrick
INTO THE WILD,Jon Krakauer
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
A MOTHER'S RECKONING,Sue Klebold
H IS FOR HAWK,Helen Macdonald
GO THE -- TO SLEEP,Adam Mansbach
AMERICAN GIRLS,Nancy Jo Sales
PRETTY HAPPY,Kate Hudson
THE RESIDENCE,Kate Andersen Brower
STRONG LOOKS BETTER NAKED,Khloe Kardashian
GRACE AND STYLE,Grace Helbig
EMPIRE OF COTTON,Sven Beckert
CRAVINGS,Chrissy Teigen with Adeena Sussman
"EAT FAT, GET THIN",Mark Hyman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
"LOVE, LOSS, AND WHAT WE ATE",Padma Lakshmi
HARRY POTTER COLORING BOOK,various illustrators
DOCTOR WHO COLORING BOOK,"illlustrated  James Newman Gray, Lee Teng Chew and Jan Smith"
LOST OCEAN,Johanna Basford
ANIMORPHIA,Ker Rosanes
ENCHANTED FOREST,Johanna Basford
AS TIME GOES BY,Mary Higgins Clark
THE BEAST,J R Ward
THE NEST,Cynthia D'Aprix Sweeney
FOOL ME ONCE,Harlan Coben
THE 14TH COLONY,Steve Berry
BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland
PATIENCE,Daniel Clowes
"DC COMICS: SECRET HERO SOCIETY, VOL. 1",Derek Fridolfs and Dustin Nguyen
NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS,Nathan Hale
POPTROPICA BOOK 1: MYSTERY OF THE MAP,Jack Chabert and Kory Merritt
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
THE SLEEP REVOLUTION,Arianna Huffington
THE THIRD WAVE,Steve Case
WHEN BREATH BECOMES AIR,Paul Kalanithi
BECOMING GRANDMA,Lesley Stahl
DARK MONEY,Jane Mayer
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
THE BIG SHORT,Michael Lewis
EVICTED,Matthew Desmond
PLAYING TO THE EDGE,Michael V Hayden
WHEN BREATH BECOMES AIR,Paul Kalanithi
"EAT FAT, GET THIN",Mark Hyman
PRETTY HAPPY,Kate Hudson
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
BEING MORTAL,Atul Gawande
GO THE -- TO SLEEP,Adam Mansbach
YES PLEASE,Amy Poehler
BOSSYPANTS,Tina Fey
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
WHY NOT ME?,Mindy Kaling
"ATTACK ON TITAN, VOL. 18",Hajime Isayama
"FOOD WARS!, VOL. 11","Yuto Tsukuda, Shun Saeki and Yuki Morisaki"
"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata
"ONE-PUNCH MAN, VOL. 2",ONE and Yusuke Murata
"NICHIJOU: MY ORDINARY LIFE, VOL. 1",Keiichi Arawi
MAKE ME,Lee Child
GATHERING PREY,John Sandford
FINDERS KEEPERS,Stephen King
BECAUSE OF MISS BRIDGERTON,Julia Quinn
ONCE A RANCHER,Linda Lael Miller
"THE WALKING DEAD, VOL. 25",Robert Kirkman and Charlie Adlard
"THE WALKING DEAD COMPENDIUM, VOL. 3",Robert Kirkman and Charlie Adlard
"THE WALKING DEAD COMPENDIUM, VOL. 1",Robert Kirkman and others
DRAMA,Raina Telgemeier
SMILE,Raina Telgemeier
DEAD WAKE,Erik Larson
ALEXANDER HAMILTON,Ron Chernow
THE BOYS IN THE BOAT,Daniel James Brown
H IS FOR HAWK,Helen Macdonald
I AM MALALA,Malala Yousafzai with Christina Lamb
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin
THE DAY THE CRAYONS QUIT,Drew Daywalt
DRAGONS LOVE TACOS,Adam Rubin
THE BOOK WITH NO PICTURES,BJ Novak
PRESS HERE,Hervé Tullet
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
JUST MERCY,Bryan Stevenson
THE NEW JIM CROW,Michelle Alexander
THE RUN OF HIS LIFE,Jeffrey Toobin
FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
THE FIVE LOVE LANGUAGES,Gary Chapman
H IS FOR HAWK,Helen Macdonald
ALL THE SINGLE LADIES,Rebecca Traister
AMERICAN GIRLS,Nancy Jo Sales
DARING GREATLY,Brené Brown
MIRACLES FROM HEAVEN,Christy Beam
THE NAME OF GOD IS MERCY,Pope Francis with Andrea Tornielli
THE FOUR AGREEMENTS,Don Miguel Ruiz
FERVENT,Priscilla Shirer
THE WAIT,DeVon Franklin and Meagan Good with Tim Vandehey
MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs
HARRY POTTER,JK Rowling
DIARY OF A WIMPY KID,Jeff Kinney
PERCY JACKSON & THE OLYMPIANS,Rick Riordan
GIVER QUARTET,Lois Lowry
ONE WITH YOU,Sylvia Day
ME BEFORE YOU,Jojo Moyes
THE MURDER HOUSE,James Patterson and David Ellis
LUCKIEST GIRL ALIVE,Jessica Knoll
THE GUILTY,David Baldacci
NEITHER HERE NOR THERE,Bill Bryson
THE ROAD TO LITTLE DRIBBLING,Bill Bryson
NOTES FROM A SMALL ISLAND,Bill Bryson
IN OTHER WORDS,Jhumpa Lahiri
WILD,Cheryl Strayed
LADY MIDNIGHT,Cassandra Clare
THE GLITTERING COURT,Richelle Mead
RED QUEEN,Victoria Aveyard
GLASS SWORD,Victoria Aveyard
FLAMECASTER,Cinda Williams Chima
H IS FOR HAWK,Helen Macdonald
ELLE AND COACH,Stefany Shaheen with Mark Dagostino
ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?,Frans de Waal
THE GENIUS OF BIRDS,Jennifer Ackerman
THE HUMANE ECONOMY,Wayne Pacelle
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
YES PLEASE,Amy Poehler
NOFX,NOFX with Jeff Alulis
BOSSYPANTS,Tina Fey
HER AGAIN,Michael Schulman
RAYMIE NIGHTINGALE,Kate DiCamillo
DEMIGODS AND MAGICIANS,Rick Riordan
WONDER,RJ Palacio
JACKY HA-HA,James Patterson and Chris Grabenstein
BOOKED,Kwame Alexander
THE OBSESSION,Nora Roberts
ONE WITH YOU,Sylvia Day
STUCK-UP SUIT,Vi Keeland and Penelope Ward
FOOL ME ONCE,Harlan Coben
ME BEFORE YOU,Jojo Moyes
HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
THE SLEEP REVOLUTION,Arianna Huffington
WHEN BREATH BECOMES AIR,Paul Kalanithi
ALEXANDER HAMILTON,Ron Chernow
JUST MERCY,Bryan Stevenson
THE DEVIL IN THE WHITE CITY,Erik Larson
LOST GIRLS,Robert Kolker
THE MIDNIGHT ASSASSIN,Skip Hollandsworth
THE RUN OF HIS LIFE,Jeffrey Toobin
HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter
AMERICAN GIRLS,Nancy Jo Sales
BETWEEN YOU & ME,Mary Norris
AT THE EXISTENTIALIST CAFE,Sarah Bakewell
THE BAD-ASS LIBRARIANS OF TIMBUKTU,Joshua Hammer
THE OBSESSION,Nora Roberts
STUCK-UP SUIT,Vi Keeland and Penelope Ward
NOW THAT I'VE FOUND YOU,Bella Andre
ONE WITH YOU,Sylvia Day
FOOL ME ONCE,Harlan Coben
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
WHEN BREATH BECOMES AIR,Paul Kalanithi
FIRST WOMEN,Kate Andersen Brower
ALEXANDER HAMILTON,Ron Chernow
DISRUPTED,Dan Lyons
I AM MALALA,Malala Yousafzai with Christina Lamb
THING EXPLAINER,Randall Munroe
BETWEEN YOU & ME,Mary Norris
THERE IS LIFE AFTER COLLEGE,Jeffrey J Selingo
FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
100 DEADLY SKILLS,Clint Emerson
LEFT OF BOOM,John Smith and Ralph Pezzullo
THE LAST GOODNIGHT,Howard Blum
PLAYING TO THE EDGE,Michael V Hayden
GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger
DEAD WAKE,Erik Larson
THE WRIGHT BROTHERS,David McCullough
NO DREAM IS TOO HIGH,Buzz Aldrin with Ken Abraham
INTO THE WILD,Jon Krakauer
BARBARIAN DAYS,William Finnegan
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
GIRLS AND SEX,Peggy Orenstein
BECOMING GRANDMA,Lesley Stahl
H IS FOR HAWK,Helen Macdonald
THE RESIDENCE,Kate Andersen Brower
PRETTY HAPPY,Kate Hudson
EMPIRE OF COTTON,Sven Beckert
STRONG LOOKS BETTER NAKED,Khloe Kardashian
GRACE AND STYLE,Grace Helbig
CRAVINGS,Chrissy Teigen with Adeena Sussman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
IT'S ALL EASY,Gwyneth Paltrow with Thea Baumann
HUNGRY GIRL: CLEAN AND HUNGRY,Lisa Lillien
THE FOOD LAB,J Kenji Lopez-Alt
HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK,various illustrators
HARRY POTTER COLORING BOOK,various illustrators
LOST OCEAN,Johanna Basford
SECRET GARDEN,Johanna Basford
ENCHANTED FOREST,Johanna Basford
THE OBSESSION,Nora Roberts
THE NEST,Cynthia D'Aprix Sweeney
FOOL ME ONCE,Harlan Coben
AS TIME GOES BY,Mary Higgins Clark
MOST WANTED,Lisa Scottoline
"WONDER WOMAN: EARTH ONE, VOL. 1",Grant Morrison and Yanick Paquette
BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland
PATIENCE,Daniel Clowes
"DC COMICS: SECRET HERO SOCIETY, VOL. 1",Derek Fridolfs and Dustin Nguyen
NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS,Nathan Hale
HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
THE SLEEP REVOLUTION,Arianna Huffington
WHEN BREATH BECOMES AIR,Paul Kalanithi
THE THIRD WAVE,Steve Case
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
FIRST WOMEN,Kate Andersen Brower
DARK MONEY,Jane Mayer
I AM MALALA,Malala Yousafzai with Christina Lamb
THE BIG SHORT,Michael Lewis
WHEN BREATH BECOMES AIR,Paul Kalanithi
THE SLEEP REVOLUTION,Arianna Huffington
IT'S ALL EASY,Gwyneth Paltrow with Thea Baumann
THE LONGEVITY BOOK,Cameron Diaz and Sandra Bark
BEING MORTAL,Atul Gawande
GO THE -- TO SLEEP,Adam Mansbach
YES PLEASE,Amy Poehler
I HAD A NICE TIME AND OTHER LIES,The Betches
GUMPTION,Nick Offerman
BOSSYPANTS,Tina Fey
"THE ANCIENT MAGUS'' BRIDE, VOL. 4",Kore Yamazaki
"ATTACK ON TITAN, VOL. 18",Hajime Isayama
"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata
"ATTACK ON TITAN: BEFORE THE FALL, VOL. 7","Hajime Isayama, Ryo Suzukaze and Satoshi Shiki"
"FAIRY TAIL, VOL. 53",Hiro Mashima
MAKE ME,Lee Child
GATHERING PREY,John Sandford
FINDERS KEEPERS,Stephen King
THE LIAR,Nora Roberts
TOM CLANCY UNDER FIRE,Grant Blackwood
"AVATAR, THE LAST AIRBENDER: SMOKE AND SHADOW PART 3",Gene Luen Yang and Gurihiru
"THE WALKING DEAD, VOL. 25",Robert Kirkman and Charlie Adlard
GRACE AND STYLE,Grace Helbig
"THE WALKING DEAD COMPENDIUM, VOL. 3",Robert Kirkman and Charlie Adlard
"THE WALKING DEAD COMPENDIUM, VOL. 1",Robert Kirkman and others
DRAMA,Raina Telgemeier
DEAD WAKE,Erik Larson
ALEXANDER HAMILTON,Ron Chernow
THE BOYS IN THE BOAT,Daniel James Brown
H IS FOR HAWK,Helen Macdonald
THE POWER OF HABIT,Charles Duhigg
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin
DRAGONS LOVE TACOS,Adam Rubin
THE DAY THE CRAYONS QUIT,Drew Daywalt
THE BOOK WITH NO PICTURES,BJ Novak
PRESS HERE,Hervé Tullet
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates
JUST MERCY,Bryan Stevenson
THE NEW JIM CROW,Michelle Alexander
FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
THE RUN OF HIS LIFE,Jeffrey Toobin
THE FIVE LOVE LANGUAGES,Gary Chapman
GIRLS AND SEX,Peggy Orenstein
LUST AND WONDER,Augusten Burroughs
H IS FOR HAWK,Helen Macdonald
THE WAIT,DeVon Franklin and Meagan Good with Tim Vandehey
THE FOUR AGREEMENTS,Don Miguel Ruiz
MIRACLES FROM HEAVEN,Christy Beam
THE POWER OF NOW,Eckhart Tolle
THE WAIT,DeVon Franklin and Meagan Good with Tim Vandehey
THE POWER OF I AM,Joel Osteen
MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs
HARRY POTTER,JK Rowling
DIARY OF A WIMPY KID,Jeff Kinney
THE UNWANTEDS,Lisa McMann
PERCY JACKSON & THE OLYMPIANS,Rick Riordan
ONE WITH YOU,Sylvia Day
ME BEFORE YOU,Jojo Moyes
THE MURDER HOUSE,James Patterson and David Ellis
A MAN CALLED OVE,Fredrik Backman
THE GUILTY,David Baldacci
BUSHCRAFT 101,Dave Canterbury
WILD,Cheryl Strayed
THE ROAD TO LITTLE DRIBBLING,Bill Bryson
NOTES FROM A SMALL ISLAND,Bill Bryson
EAT PRAY LOVE MADE ME DO IT,various authors
LADY MIDNIGHT,Cassandra Clare
RED QUEEN,Victoria Aveyard
GLASS SWORD,Victoria Aveyard
THE GLITTERING COURT,Richelle Mead
THIS IS WHERE IT ENDS,Marieke Nijkamp
H IS FOR HAWK,Helen Macdonald
ELLE AND COACH,Stefany Shaheen with Mark Dagostino
ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?,Frans de Waal
THE GENIUS OF BIRDS,Jennifer Ackerman
THE HUMANE ECONOMY,Wayne Pacelle
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
YES PLEASE,Amy Poehler
NOFX,NOFX with Jeff Alulis
BOSSYPANTS,Tina Fey
HER AGAIN,Michael Schulman
DEMIGODS AND MAGICIANS,Rick Riordan
WONDER,RJ Palacio
RAYMIE NIGHTINGALE,Kate DiCamillo
JACKY HA-HA,James Patterson and Chris Grabenstein
BOOKED,Kwame Alexander
THE LAST MILE,David Baldacci
THE OBSESSION,Nora Roberts
STUCK-UP SUIT,Vi Keeland and Penelope Ward
BOUNTY,Kristen Ashley
THE GIRL ON THE TRAIN,Paula Hawkins
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
THE SLEEP REVOLUTION,Arianna Huffington
WHEN BREATH BECOMES AIR,Paul Kalanithi
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger
ALEXANDER HAMILTON,Ron Chernow
JUST MERCY,Bryan Stevenson
THE DEVIL IN THE WHITE CITY,Erik Larson
LOST GIRLS,Robert Kolker
THE MIDNIGHT ASSASSIN,Skip Hollandsworth
THE RUN OF HIS LIFE,Jeffrey Toobin
HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter
AMERICAN GIRLS,Nancy Jo Sales
BETWEEN YOU & ME,Mary Norris
AT THE EXISTENTIALIST CAFE,Sarah Bakewell
THE BAD-ASS LIBRARIANS OF TIMBUKTU,Joshua Hammer
THE LAST MILE,David Baldacci
THE OBSESSION,Nora Roberts
STUCK-UP SUIT,Vi Keeland and Penelope Ward
BOUNTY,Kristen Ashley
JEWELS OF THE SUN,Nora Roberts
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger
WHEN BREATH BECOMES AIR,Paul Kalanithi
THE RAINBOW COMES AND GOES,Anderson Cooper and Gloria Vanderbilt
CONTAGIOUS,Jonah Berger
GAME OF CROWNS,Christopher Andersen
I AM MALALA,Malala Yousafzai with Christina Lamb
THING EXPLAINER,Randall Munroe
BETWEEN YOU & ME,Mary Norris
THERE IS LIFE AFTER COLLEGE,Jeffrey J Selingo
FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO,Christopher Emdin
100 DEADLY SKILLS,Clint Emerson
LEFT OF BOOM,John Smith and Ralph Pezzullo
THE LAST GOODNIGHT,Howard Blum
PLAYING TO THE EDGE,Michael V Hayden
